train_window,forecast_year,calendar_year,month,information_date,target_quarter_end,months_before_quarter_end,latest_released_monthly_period,latest_released_gdp_quarter_end,bridge_gdp_raw,actual_gdp_raw,bridge_nowcast_error_raw,bridge_abs_error_raw,bridge_squared_error_raw,model_loading_gdp_raw,macro_S_target_nowcast,real_S_target_nowcast,nominal_S_target_nowcast
201201_202112,2022,2022,2022-04,2022-04-30,2022-06,2,2022-04,2022-04,0.4166698648669191,0.8,-0.3833301351330809,0.3833301351330809,0.146941992501146,-0.1107077361200525,-110.48537198006774,-22.220422145253103,-1.0117056729456282
201201_202112,2022,2022,2022-05,2022-05-31,2022-06,1,2022-05,2022-04,3.026923525837743,0.8,2.226923525837744,2.226923525837744,4.959188389929606,2.747240441589266,-139.92655715855818,6.731649646647152,4.35220819300964
201201_202112,2022,2022,2022-06,2022-06-30,2022-06,0,2022-06,2022-04,3.349027979395108,0.8,2.549027979395108,2.549027979395108,6.497543639739106,3.0841621286071463,-102.93681870302972,-0.3582051062710487,3.949152188320739
201201_202112,2022,2022,2022-07,2022-07-31,2022-09,2,2022-07,2022-07,8.68312177177628,4.0,4.68312177177628,4.68312177177628,21.931629529285004,8.864659632808735,-8.938232148907922,18.341841295239448,5.174893259366879
201201_202112,2022,2022,2022-08,2022-08-31,2022-09,1,2022-08,2022-07,4.9275210047354205,4.0,0.9275210047354204,0.9275210047354204,0.860295214225404,4.783541770122699,-46.18962327557541,-2.4180083446954046,6.443593278936241
201201_202112,2022,2022,2022-09,2022-09-30,2022-09,0,2022-09,2022-07,5.55875515203932,4.0,1.5587551520393197,1.5587551520393197,2.429717624009122,5.473565216271324,-50.445215662126174,3.831665008627004,5.191967468079374
201201_202112,2022,2022,2022-10,2022-10-31,2022-12,2,2022-10,2022-10,3.377422984149149,3.0,0.3774229841491494,0.3774229841491494,0.1424481089640491,3.101045424880416,-66.61192811870721,-9.661757654764656,5.295402233552933
201201_202112,2022,2022,2022-11,2022-11-30,2022-12,1,2022-11,2022-10,3.8837941792244575,3.0,0.8837941792244584,0.8837941792244584,0.781092151231034,3.6572686177550375,-76.96895590364998,-2.8258830016444447,2.6784477212834434
201201_202112,2022,2022,2022-12,2022-12-31,2022-12,0,2022-12,2022-10,3.3671589663190336,3.0,0.3671589663190335,0.3671589663190335,0.1348057065484612,3.111828217824927,-123.29923816162592,5.133881950232699,2.0724605470848507
201301_202212,2023,2023,2023-01,2023-01-31,2023-03,2,2023-01,2023-01,3.925837629050308,4.7,-0.7741623709496923,0.7741623709496923,0.599327376594449,3.6891640430012607,-159.8499990537407,-54.42017240934416,70.4294646380792
201301_202212,2023,2023,2023-02,2023-02-28,2023-03,1,2023-02,2023-01,4.0449542924570085,4.7,-0.6550457075429916,0.6550457075429916,0.4290848789704985,3.813756134195144,-159.36850917685592,-36.35016898690896,49.90870123491195
201301_202212,2023,2023,2023-03,2023-03-31,2023-03,0,2023-03,2023-01,5.431358378764019,4.7,0.7313583787640185,0.7313583787640185,0.5348850781883336,5.3427987258191685,-61.004032035617854,-14.140816203272756,-32.900372481485384
201301_202212,2023,2023,2023-04,2023-04-30,2023-06,2,2023-04,2023-04,5.341968052336999,6.5,-1.1580319476630008,1.1580319476630008,1.341037991808163,5.2717569560808615,-34.96594480463591,-81.23654413763373,-103.86779156458738
201301_202212,2023,2023,2023-05,2023-05-31,2023-06,1,2023-05,2023-04,5.538257910463947,6.5,-0.9617420895360532,0.9617420895360532,0.924947846785174,5.464590067220168,-48.842577510709134,-21.71002276538708,-136.60204559061202
201301_202212,2023,2023,2023-06,2023-06-30,2023-06,0,2023-06,2023-04,5.718213054852134,6.5,-0.7817869451478661,0.7817869451478661,0.6111908276036325,5.643420016587264,-59.16178949355511,27.990553892863065,-152.28065943519022
201301_202212,2023,2023,2023-07,2023-07-31,2023-09,2,2023-07,2023-07,5.33336046420281,5.0,0.3333604642028103,0.3333604642028103,0.1111291990935131,5.187843630423696,-123.05940104620402,96.03128342952836,-153.62363255845173
201301_202212,2023,2023,2023-08,2023-08-31,2023-09,1,2023-08,2023-07,5.76453619945879,5.0,0.7645361994587896,0.7645361994587896,0.5845156002828901,5.67676141673505,-76.73799252534172,71.04016185000236,-170.95256679132456
201301_202212,2023,2023,2023-09,2023-09-30,2023-09,0,2023-09,2023-07,5.712814881586322,5.0,0.712814881586322,0.712814881586322,0.5081050554109222,5.627915667142165,-70.7719806798628,50.67163385645944,-171.88211274553666
201301_202212,2023,2023,2023-10,2023-10-31,2023-12,2,2023-10,2023-10,7.435845471804686,5.3,2.1358454718046858,2.1358454718046858,4.561835879428581,7.504707172094652,23.83816123399833,134.31999384964186,-128.26210768399733
201301_202212,2023,2023,2023-11,2023-11-30,2023-12,1,2023-11,2023-10,6.985963924456373,5.3,1.6859639244563729,1.6859639244563729,2.8424743545683344,7.022308975093318,8.1050041383819,94.29039023783514,-144.9420879543611
201301_202212,2023,2023,2023-12,2023-12-31,2023-12,0,2023-12,2023-10,6.369147980224812,5.3,1.0691479802248125,1.0691479802248125,1.143077403618796,6.344862187138038,-32.331521184622886,77.6642565694604,-164.80164990869503
201401_202312,2024,2024,2024-01,2024-01-31,2024-03,2,2024-01,2024-01,6.587506067679991,5.3,1.287506067679991,1.287506067679991,1.6576718743127936,6.757778232092582,130.10502362498028,-5.649100022640084,-15.63183207447823
201401_202312,2024,2024,2024-02,2024-02-29,2024-03,1,2024-02,2024-01,7.39839240374493,5.3,2.0983924037449304,2.0983924037449304,4.403250680094427,7.802991601949323,296.7422540816551,-17.111517537723557,-18.88097598384871
201401_202312,2024,2024,2024-03,2024-03-31,2024-03,0,2024-03,2024-01,5.337677619520016,5.3,0.0376776195200161,0.0376776195200161,0.0014196030126951,5.149257445484841,-156.57825357345723,2.505316876868747,-14.967978788453522
201401_202312,2024,2024,2024-04,2024-04-30,2024-06,2,2024-04,2024-04,7.249642473444524,4.7,2.549642473444524,2.549642473444524,6.500676742392311,7.580962734486044,630.9207429506079,101.25606560749252,-11.625860119006983
